Timestamp,User,Raw Data (Hex),Processed Data,Status
2024-12-30 08:58:04.544,swimmer2910,,HEX: 4A 4A 42 A8 29 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 0A,Sent to Video Wall
2024-12-30 08:58:04.645,swimmer2910,4a4a4a4a4a4a4a4a4a4a4a4a02a80a,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 0A,Data Received
2024-12-30 08:58:04.646,swimmer2910,,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 0A,Sent to Video Wall
2024-12-30 08:58:04.748,swimmer2910,4a4a4a4a4a4a4a4a4a4a4a4a4a02a80a,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 0A,Data Received
2024-12-30 08:58:04.749,swimmer2910,,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 0A,Sent to Video Wall
2024-12-30 08:58:07.560,swimmer2910,4a4a4a4aa59525214a4a25214aa87b4a4a4a4a4a4a4a4aee4a4a4a4a4a4a42b84a4a4a4a4a4a4a4a4a4a4a4a4a4ac64a4a4a4a4a4a4a98a88c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c0c288c8c8c8c8c8c42a84a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a8da8318da8668c8c8c288c8c8c8c8c8c8c8c8c4cffa84a4a4a4a4a4a4a4a4a4a4a1aa84b4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1afdb88c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c0c48fda88c8cadafedadaf8c8c8c8c8c0c8c8cadafedadafedadafedadafedada8a80c8c8c8c8c8c080c088c8c82a8da8cadafedadafedadaf65adafedadafedadaf19adafedadafedadafedadaf8da80c8c8c8c8c8c080c088c8c82a8318c8c8c8c8c8c8c8c8c8c8c8c8c8c8c02a80c8c8c8c8c8c080c088c8c82a85b8c8c8c8c8c8c0c8c8c8c8c8c8c8c8c42b84a4a4a4a4a4a4a4a4a4a4a4a4a844a4a4a4a4a4a4a4a98a808080808080808080808080808080808280808080808080842a84a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a4a4a4a4a4a4a4a1aa82108080808080808080808080808080802a84a4a4a4a4a4a4a4a4a4a4a1aa84b4a4a4a4a4a4a4a4a4a4a4a4aa84b4a4a4a4a4a4a4a4a4a4a4a4a4a1aa84b4a4a4a4a4a4a4a4a4a4a4a4a4a1aa5484aa8b8080808080808080808080808080808080808080808480808080808080808081d5dadafedadafedadafed1d5dadafedadafedadafed08080808081d5dadafedadafedadafed080808080808adafedadafedadafedadafedada8a8080808080808080808080802a8da08adafedadafedad42afedadafedadededadafedadadafedadafedada0a8080808080808080808086802a82108080808080808080808080808080802a8080808080808080808080802a85b08080808084808080808080808080842b84a4a4a4a4a4a4a4a4a4a4a0a,HEX: 4A 4A 4A 4A A5 95 25 21 4A 4A 25 21 4A A8 7B 4A 4A 4A 4A 4A 4A 4A 4A EE 4A 4A 4A 4A 4A 4A 42 B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A C6 4A 4A 4A 4A 4A 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 28 8C 8C 8C 8C 8C 8C 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 8D A8 31 8D A8 66 8C 8C 8C 28 8C 8C 8C 8C 8C 8C 8C 8C 8C 4C FF A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 48 FD A8 8C 8C AD AF ED AD AF 8C 8C 8C 8C 8C 0C 8C 8C AD AF ED AD AF ED AD AF ED AD AF ED AD A8 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 DA 8C AD AF ED AD AF ED AD AF 65 AD AF ED AD AF ED AD AF 19 AD AF ED AD AF ED AD AF ED AD AF 8D A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 31 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 02 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 5B 8C 8C 8C 8C 8C 8C 0C 8C 8C 8C 8C 8C 8C 8C 8C 42 B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 84 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 28 08 08 08 08 08 08 08 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A5 48 4A A8 B8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 08 08 08 08 08 08 08 08 08 1D 5D AD AF ED AD AF ED AD AF ED 1D 5D AD AF ED AD AF ED AD AF ED 08 08 08 08 08 1D 5D AD AF ED AD AF ED AD AF ED 08 08 08 08 08 08 AD AF ED AD AF ED AD AF ED AD AF ED AD A8 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 DA 08 AD AF ED AD AF ED AD 42 AF ED AD AF ED AD ED ED AD AF ED AD AD AF ED AD AF ED AD A0 A8 08 08 08 08 08 08 08 08 08 08 68 02 A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 5B 08 08 08 08 08 48 08 08 08 08 08 08 08 08 08 42 B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:07.561,swimmer2910,,HEX: 4A 4A 4A 4A A5 95 25 21 4A 4A 25 21 4A A8 7B 4A 4A 4A 4A 4A 4A 4A 4A EE 4A 4A 4A 4A 4A 4A 42 B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A C6 4A 4A 4A 4A 4A 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 28 8C 8C 8C 8C 8C 8C 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 8D A8 31 8D A8 66 8C 8C 8C 28 8C 8C 8C 8C 8C 8C 8C 8C 8C 4C FF A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 48 FD A8 8C 8C AD AF ED AD AF 8C 8C 8C 8C 8C 0C 8C 8C AD AF ED AD AF ED AD AF ED AD AF ED AD A8 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 DA 8C AD AF ED AD AF ED AD AF 65 AD AF ED AD AF ED AD AF 19 AD AF ED AD AF ED AD AF ED AD AF 8D A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 31 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 02 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 5B 8C 8C 8C 8C 8C 8C 0C 8C 8C 8C 8C 8C 8C 8C 8C 42 B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 84 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 28 08 08 08 08 08 08 08 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A5 48 4A A8 B8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 08 08 08 08 08 08 08 08 08 1D 5D AD AF ED AD AF ED AD AF ED 1D 5D AD AF ED AD AF ED AD AF ED 08 08 08 08 08 1D 5D AD AF ED AD AF ED AD AF ED 08 08 08 08 08 08 AD AF ED AD AF ED AD AF ED AD AF ED AD A8 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 DA 08 AD AF ED AD AF ED AD 42 AF ED AD AF ED AD ED ED AD AF ED AD AD AF ED AD AF ED AD A0 A8 08 08 08 08 08 08 08 08 08 08 68 02 A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 5B 08 08 08 08 08 48 08 08 08 08 08 08 08 08 08 42 B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:07.663,swimmer2910,a54a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a05fea84a4a4a4a4a4a4a4a4a4a4a4a4a4a0a,HEX: A5 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 05 FE A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:07.663,swimmer2910,,HEX: A5 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 05 FE A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:08.426,swimmer2910,4a4a4a4a4a4a4a4a4a42a84a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1aa84a4a4a4a4a4a4a4a4a4a4a1aa8292929a1a82929292929292929292929292929294a4a4a4a4a4a4a4a4a1a2929292929294a4a4a4a4a4a4a4a4a1a4a4a4a4a4a4a4a4a4a4a4a47534e4a4a4a4a4a4a4a484a4affa84b4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1afdb82929292929292929292929292929292929292929292998a84a4a29292929292929292929292929292929292929292929a8a8294a4a4a4a4a4a4a0a,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 29 29 29 A1 A8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 47 53 4E 4A 4A 4A 4A 4A 4A 4A 48 4A 4A FF A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 98 A8 4A 4A 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 A8 A8 29 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:08.426,swimmer2910,,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 29 29 29 A1 A8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 47 53 4E 4A 4A 4A 4A 4A 4A 4A 48 4A 4A FF A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 98 A8 4A 4A 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 A8 A8 29 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:08.683,swimmer2910,4a4a42a8da29292929292929a929292929292929292929292929292909a8294a292929292929292929a5292929292921ad29a8a829292929292929292929292929292929092929292929292929292929a8294a4a4a4a4a4a4a0a,HEX: 4A 4A 42 A8 DA 29 29 29 29 29 29 29 A9 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 A8 29 4A 29 29 29 29 29 29 29 29 29 A5 29 29 29 29 29 21 AD 29 A8 A8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 29 29 29 29 29 29 29 29 29 29 29 A8 29 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:08.684,swimmer2910,,HEX: 4A 4A 42 A8 DA 29 29 29 29 29 29 29 A9 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 A8 29 4A 29 29 29 29 29 29 29 29 29 A5 29 29 29 29 29 21 AD 29 A8 A8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 29 29 29 29 29 29 29 29 29 29 29 A8 29 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
